Provider,Target,inp_InscClaimAmtReimbursed_mean,inp_InscClaimAmtReimbursed_sum,inp_InscClaimAmtReimbursed_min,inp_InscClaimAmtReimbursed_max,inp_DeductibleAmtPaid_mean,inp_DeductibleAmtPaid_sum,inp_DeductibleAmtPaid_min,inp_DeductibleAmtPaid_max,inp_ClmProcedureCode_1_mean,inp_ClmProcedureCode_1_sum,inp_ClmProcedureCode_1_min,inp_ClmProcedureCode_1_max,inp_ClmProcedureCode_2_mean,inp_ClmProcedureCode_2_sum,inp_ClmProcedureCode_2_min,inp_ClmProcedureCode_2_max,inp_ClmProcedureCode_3_mean,inp_ClmProcedureCode_3_sum,inp_ClmProcedureCode_3_min,inp_ClmProcedureCode_3_max,inp_ClmProcedureCode_4_mean,inp_ClmProcedureCode_4_sum,inp_ClmProcedureCode_4_min,inp_ClmProcedureCode_4_max,inp_ClmProcedureCode_5_mean,inp_ClmProcedureCode_5_sum,inp_ClmProcedureCode_5_min,inp_ClmProcedureCode_5_max,inp_ClmProcedureCode_6_mean,inp_ClmProcedureCode_6_sum,inp_ClmProcedureCode_6_min,inp_ClmProcedureCode_6_max,inp_n_claims,inp_n_bene,out_InscClaimAmtReimbursed_mean,out_InscClaimAmtReimbursed_sum,out_InscClaimAmtReimbursed_min,out_InscClaimAmtReimbursed_max,out_DeductibleAmtPaid_mean,out_DeductibleAmtPaid_sum,out_DeductibleAmtPaid_min,out_DeductibleAmtPaid_max,out_ClmProcedureCode_1_mean,out_ClmProcedureCode_1_sum,out_ClmProcedureCode_1_min,out_ClmProcedureCode_1_max,out_ClmProcedureCode_2_mean,out_ClmProcedureCode_2_sum,out_ClmProcedureCode_2_min,out_ClmProcedureCode_2_max,out_ClmProcedureCode_3_mean,out_ClmProcedureCode_3_sum,out_ClmProcedureCode_3_min,out_ClmProcedureCode_3_max,out_ClmProcedureCode_4_mean,out_ClmProcedureCode_4_sum,out_ClmProcedureCode_4_min,out_ClmProcedureCode_4_max,out_ClmProcedureCode_5_mean,out_ClmProcedureCode_5_sum,out_ClmProcedureCode_5_min,out_ClmProcedureCode_5_max,out_ClmProcedureCode_6_mean,out_ClmProcedureCode_6_sum,out_ClmProcedureCode_6_min,out_ClmProcedureCode_6_max,out_n_claims,out_n_bene
PRV51430,No,10941.176470588236,186000.0,1000.0,37000.0,1068.0,17088.0,1068.0,1068.0,6218.111111111111,55963.0,66.0,9904.0,4994.0,9988.0,4139.0,5849.0,5119.0,5119.0,5119.0,5119.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,17.0,17.0,10941.176470588236,186000.0,1000.0,37000.0,1068.0,17088.0,1068.0,1068.0,6218.111111111111,55963.0,66.0,9904.0,4994.0,9988.0,4139.0,5849.0,5119.0,5119.0,5119.0,5119.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,17.0,17.0
PRV51431,No,8800.0,220000.0,2000.0,23000.0,1068.0,25632.0,1068.0,1068.0,4630.727272727273,50938.0,50.0,9604.0,3292.0,16460.0,2724.0,4269.0,2724.0,2724.0,2724.0,2724.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,25.0,22.0,8800.0,220000.0,2000.0,23000.0,1068.0,25632.0,1068.0,1068.0,4630.727272727273,50938.0,50.0,9604.0,3292.0,16460.0,2724.0,4269.0,2724.0,2724.0,2724.0,2724.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,25.0,22.0
PRV51432,No,8000.0,56000.0,2000.0,24000.0,1068.0,7476.0,1068.0,1068.0,6389.8,31949.0,3174.0,8801.0,5287.0,10574.0,2724.0,7850.0,3572.0,3572.0,3572.0,3572.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,7.0,7.0,8000.0,56000.0,2000.0,24000.0,1068.0,7476.0,1068.0,1068.0,6389.8,31949.0,3174.0,8801.0,5287.0,10574.0,2724.0,7850.0,3572.0,3572.0,3572.0,3572.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,7.0,7.0
PRV51433,Yes,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51434,Yes,10791.666666666666,259000.0,0.0,53000.0,1068.0,24564.0,1068.0,1068.0,5320.7692307692305,69170.0,66.0,9929.0,4420.666666666667,26524.0,2724.0,5849.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,24.0,22.0,10791.666666666666,259000.0,0.0,53000.0,1068.0,24564.0,1068.0,1068.0,5320.7692307692305,69170.0,66.0,9929.0,4420.666666666667,26524.0,2724.0,5849.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,24.0,22.0
PRV51435,No,4700.0,28200.0,200.0,10000.0,1068.0,6408.0,1068.0,1068.0,9313.5,18627.0,8667.0,9960.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,6.0,6.0,4700.0,28200.0,200.0,10000.0,1068.0,6408.0,1068.0,1068.0,9313.5,18627.0,8667.0,9960.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,6.0,6.0
PRV51436,No,6840.0,171000.0,0.0,25000.0,1068.0,26700.0,1068.0,1068.0,6451.923076923077,83875.0,3723.0,9702.0,3371.5,6743.0,2724.0,4019.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,25.0,25.0,6840.0,171000.0,0.0,25000.0,1068.0,26700.0,1068.0,1068.0,6451.923076923077,83875.0,3723.0,9702.0,3371.5,6743.0,2724.0,4019.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,25.0,25.0
PRV51437,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51438,No,7500.0,15000.0,6000.0,9000.0,1068.0,2136.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,2.0,2.0,7500.0,15000.0,6000.0,9000.0,1068.0,2136.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,2.0,2.0
PRV51439,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51440,No,11428.57142857143,80000.0,4000.0,20000.0,1068.0,6408.0,1068.0,1068.0,5454.8,27274.0,66.0,9921.0,4019.0,4019.0,4019.0,4019.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,7.0,7.0,11428.57142857143,80000.0,4000.0,20000.0,1068.0,6408.0,1068.0,1068.0,5454.8,27274.0,66.0,9921.0,4019.0,4019.0,4019.0,4019.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,7.0,7.0
PRV51441,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51442,No,12500.0,25000.0,4000.0,21000.0,1068.0,2136.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,2.0,2.0,12500.0,25000.0,4000.0,21000.0,1068.0,2136.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,2.0,2.0
PRV51443,No,6000.0,12000.0,4000.0,8000.0,1068.0,2136.0,1068.0,1068.0,3995.0,3995.0,3995.0,3995.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,2.0,2.0,6000.0,12000.0,4000.0,8000.0,1068.0,2136.0,1068.0,1068.0,3995.0,3995.0,3995.0,3995.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,2.0,2.0
PRV51444,No,16000.0,64000.0,5000.0,36000.0,1068.0,4272.0,1068.0,1068.0,4344.0,8688.0,66.0,8622.0,311.0,311.0,311.0,311.0,5184.0,5184.0,5184.0,5184.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,4.0,4.0,16000.0,64000.0,5000.0,36000.0,1068.0,4272.0,1068.0,1068.0,4344.0,8688.0,66.0,8622.0,311.0,311.0,311.0,311.0,5184.0,5184.0,5184.0,5184.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,4.0,4.0
PRV51446,No,7833.333333333333,94000.0,0.0,21000.0,1068.0,11748.0,1068.0,1068.0,5851.9,58519.0,17.0,9929.0,4141.666666666667,12425.0,412.0,7994.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,12.0,12.0,7833.333333333333,94000.0,0.0,21000.0,1068.0,11748.0,1068.0,1068.0,5851.9,58519.0,17.0,9929.0,4141.666666666667,12425.0,412.0,7994.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,12.0,12.0
PRV51447,Yes,15375.0,246000.0,2000.0,78000.0,1068.0,17088.0,1068.0,1068.0,5206.6,52066.0,66.0,8872.0,3885.75,15543.0,2724.0,5119.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,16.0,16.0,15375.0,246000.0,2000.0,78000.0,1068.0,17088.0,1068.0,1068.0,5206.6,52066.0,66.0,8872.0,3885.75,15543.0,2724.0,5119.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,16.0,16.0
PRV51448,No,9272.727272727272,102000.0,0.0,30000.0,1068.0,11748.0,1068.0,1068.0,5787.833333333333,34727.0,66.0,9671.0,3587.3333333333335,10762.0,2724.0,4019.0,2724.0,2724.0,2724.0,2724.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,11.0,11.0,9272.727272727272,102000.0,0.0,30000.0,1068.0,11748.0,1068.0,1068.0,5787.833333333333,34727.0,66.0,9671.0,3587.3333333333335,10762.0,2724.0,4019.0,2724.0,2724.0,2724.0,2724.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,11.0,11.0
PRV51449,No,7666.666666666667,69000.0,3000.0,13000.0,1068.0,8544.0,1068.0,1068.0,4046.5,16186.0,3783.0,4513.0,2762.0,2762.0,2762.0,2762.0,5845.0,5845.0,5845.0,5845.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,9.0,9.0,7666.666666666667,69000.0,3000.0,13000.0,1068.0,8544.0,1068.0,1068.0,4046.5,16186.0,3783.0,4513.0,2762.0,2762.0,2762.0,2762.0,5845.0,5845.0,5845.0,5845.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,9.0,9.0
PRV51451,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51453,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51454,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51455,No,11866.666666666666,106800.0,800.0,38000.0,1068.0,9612.0,1068.0,1068.0,3265.25,13061.0,66.0,8108.0,3665.6666666666665,10997.0,2724.0,4254.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,9.0,9.0,11866.666666666666,106800.0,800.0,38000.0,1068.0,9612.0,1068.0,1068.0,3265.25,13061.0,66.0,8108.0,3665.6666666666665,10997.0,2724.0,4254.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,9.0,9.0
PRV51456,No,9256.160714285714,1036690.0,0.0,57000.0,1068.0,117480.0,1068.0,1068.0,5702.866666666667,342172.0,66.0,9961.0,4719.0,61347.0,2724.0,9092.0,4019.0,8038.0,4019.0,4019.0,496.0,496.0,496.0,496.0,4139.0,0.0,4139.0,4139.0,,0.0,,,112.0,103.0,9256.160714285714,1036690.0,0.0,57000.0,1068.0,117480.0,1068.0,1068.0,5702.866666666667,342172.0,66.0,9961.0,4719.0,61347.0,2724.0,9092.0,4019.0,8038.0,4019.0,4019.0,496.0,496.0,496.0,496.0,4139.0,0.0,4139.0,4139.0,,0.0,,,112.0,103.0
PRV51458,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51459,Yes,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51460,No,12470.588235294117,212000.0,3000.0,57000.0,1068.0,18156.0,1068.0,1068.0,6992.727272727273,76920.0,570.0,9929.0,2762.0,2762.0,2762.0,2762.0,496.0,496.0,496.0,496.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,17.0,16.0,12470.588235294117,212000.0,3000.0,57000.0,1068.0,18156.0,1068.0,1068.0,6992.727272727273,76920.0,570.0,9929.0,2762.0,2762.0,2762.0,2762.0,496.0,496.0,496.0,496.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,17.0,16.0
PRV51462,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51464,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51465,No,3000.0,3000.0,3000.0,3000.0,1068.0,1068.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0,3000.0,3000.0,3000.0,3000.0,1068.0,1068.0,1068.0,1068.0,5877.671428571429,0.0,863.0,9671.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,1.0,1.0
PRV51466,No,8400.0,42000.0,4000.0,22000.0,1068.0,5340.0,1068.0,1068.0,7304.5,29218.0,4516.0,9904.0,5185.0,5185.0,5185.0,5185.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,5.0,5.0,8400.0,42000.0,4000.0,22000.0,1068.0,5340.0,1068.0,1068.0,7304.5,29218.0,4516.0,9904.0,5185.0,5185.0,5185.0,5185.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,5.0,5.0
PRV51467,No,10114.285714285714,70800.0,800.0,44000.0,1068.0,6408.0,1068.0,1068.0,6238.5,12477.0,3533.0,8944.0,9971.0,9971.0,9971.0,9971.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,7.0,7.0,10114.285714285714,70800.0,800.0,44000.0,1068.0,6408.0,1068.0,1068.0,6238.5,12477.0,3533.0,8944.0,9971.0,9971.0,9971.0,9971.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,7.0,7.0
PRV51468,No,6866.666666666667,103000.0,0.0,14000.0,1068.0,14952.0,1068.0,1068.0,5757.285714285715,40301.0,80.0,9904.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,15.0,15.0,6866.666666666667,103000.0,0.0,14000.0,1068.0,14952.0,1068.0,1068.0,5757.285714285715,40301.0,80.0,9904.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,15.0,15.0
PRV51469,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51470,No,8000.0,24000.0,5000.0,11000.0,1068.0,3204.0,1068.0,1068.0,6833.5,13667.0,4443.0,9224.0,5303.0,5303.0,5303.0,5303.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,3.0,3.0,8000.0,24000.0,5000.0,11000.0,1068.0,3204.0,1068.0,1068.0,6833.5,13667.0,4443.0,9224.0,5303.0,5303.0,5303.0,5303.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,3.0,3.0
PRV51471,Yes,9902.48447204969,1594300.0,0.0,81000.0,1068.0,166608.0,1068.0,1068.0,5890.035294117647,500653.0,17.0,9955.0,4516.318181818182,99359.0,2724.0,9112.0,4960.8,24804.0,311.0,7802.0,4019.0,4019.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,161.0,155.0,9902.48447204969,1594300.0,0.0,81000.0,1068.0,166608.0,1068.0,1068.0,5890.035294117647,500653.0,17.0,9955.0,4516.318181818182,99359.0,2724.0,9112.0,4960.8,24804.0,311.0,7802.0,4019.0,4019.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,161.0,155.0
PRV51472,No,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0,9484.693084693085,77000.0,3000.0,24000.0,1068.0,8544.0,1068.0,1068.0,5877.671428571429,26251.5,863.0,9671.0,4019.0,4019.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,8.0,7.0
PRV51474,No,9765.853658536585,400400.0,400.0,25000.0,1068.0,42720.0,1068.0,1068.0,5779.2,173376.0,66.0,9907.0,3286.3333333333335,19718.0,311.0,6821.0,5849.0,5849.0,5849.0,5849.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,41.0,37.0,9765.853658536585,400400.0,400.0,25000.0,1068.0,42720.0,1068.0,1068.0,5779.2,173376.0,66.0,9907.0,3286.3333333333335,19718.0,311.0,6821.0,5849.0,5849.0,5849.0,5849.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,41.0,37.0
PRV51475,No,5745.454545454545,63200.0,200.0,12000.0,1068.0,11748.0,1068.0,1068.0,4396.0,13188.0,66.0,7935.0,4139.0,4139.0,4139.0,4139.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,11.0,11.0,5745.454545454545,63200.0,200.0,12000.0,1068.0,11748.0,1068.0,1068.0,4396.0,13188.0,66.0,7935.0,4139.0,4139.0,4139.0,4139.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,11.0,11.0
PRV51476,No,3666.6666666666665,11000.0,0.0,7000.0,1068.0,3204.0,1068.0,1068.0,8986.0,26958.0,8154.0,9465.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,3.0,3.0,3666.6666666666665,11000.0,0.0,7000.0,1068.0,3204.0,1068.0,1068.0,8986.0,26958.0,8154.0,9465.0,4019.0,0.0,2736.5,4453.0,4019.0,0.0,3899.0,4019.0,4019.0,0.0,4019.0,4019.0,4139.0,0.0,4139.0,4139.0,,0.0,,,3.0,3.0
